Year,Province,District Name,Election,Party Number,Party Name,NOMOR.URUT,Candidate Name,"Candidate Gender L=Male, P=Female",District Number,Party,Candidate name,Candidate list position
2019,JAWA TIMUR,JAWA TIMUR III,DPR,7,Berkarya,4,AGUSTIAR DAMHURI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,7,Berkarya,5,Dra. MEISKE PAATH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,7,Berkarya,6,"H. DENI APRIANDI, SE, MH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,7,Berkarya,7,NOVRIDHA SHELLY NOOR AMALIA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,1,"H. SOFYAN SAID, Spd, SE, AK, MBA.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,2,"FARIED WAHYUDI CAHYO MARDANI, SE",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,3,NURUL KHOTIMAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,4,SHOHIB QOMAD DILLAH,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,5,SANTI SETYOWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,6,MUHAMMAD ROFIEQ,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,8,PKS,7,"WINDA IRIANI, S.T",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,1,"Dr. H. MOCH. MOERAD, Sp.OG(K)., MM.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,2,"R. TONNY SURYO, SH., MM., MH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,3,SAGITA KOERNAENI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,4,"MUHAMMAD, MA",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,5,"JUNI FAMALIYAH, SE",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,6,"KARNADI HARIJANTO, S.S., M.Si",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,9,Perindo,7,"ALVIN RIZKA PUTRI, STr. Keb",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,1,SY. ANAS THAHIR,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,2,"NORMAN ZEIN NAHDI, SE",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,3,SORAYA A. KADIR SALEH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,4,"H. FAUZAN, S.PD, M.M.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,5,"ROUDOTUL JANNAH, S.TP",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,6,HAMMIDAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,10,PPP,7,SITI NUR AZIZAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,1,H. MOHAMAD GUNTUR ROMLI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,2,ENDIKA FITRA WIJAYA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,3,INGE MARIA FRANSISCA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,4,TIARA CRISTAL WENUR,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,5,"GILANG FAJAR RAMADHAN, S.Sos",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,6,KHOIROTUL MUSTAFIDAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,11,PSI,7,RINTIS MULYANING ATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,1,"M. YASIN KARA, SE. MH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,2,"NURHIDAYAT, IR., MM.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,3,"S. FENTY NUR, S.Kom",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,4,"Ir. BUDIJONO DJODYMARTONO, SE., M.Ec.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,5,ANAH NURJANAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,6,"Dra. ENNY PURI RAHAYU, S.Pd., MH",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,12,PAN,7,"H. SURYANTO AKA, SH., MH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,13,Hanura,1,"H. SUBUR TRIONO, SE",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,13,Hanura,2,"NICKY CLARA PRATIWI, S.Psi",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,13,Hanura,3,RATNO SULISTIYANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,1,Ir. H. AZAM AZMAN NATAWIJANA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,2,"MIRDA RASYID, SE., MM",P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,3,"SUPENO, SE., MM.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,4,SAMSUL BAHARA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,5,ERTIN PRILAWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,6,R. RINI DEWI ANGGRAINI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,14,Demokrat,7,RIKO GEMINI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,19,PBB,1,"H. MUSLIM SUMARDIONO, SH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,19,PBB,2,ANDINA FATMALA HADIYANTI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,19,PBB,3,RISA PERMATASARI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,19,PBB,4,IMAM SOEPANGKAT SOERODJO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,19,PBB,5,Dr. WAZRI ABDULLAH AFIFI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR III,DPR,19,PBB,6,Ir. SUDARYADI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,1,"Drs. HM. SYAIFUL BAHRI ANSHORI, MP.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,2,"IR. H. NUR YASIN, MBA., MT",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,3,"QUMI HUSNUNIYATI, S.Aq., MA",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,4,"DRS. NUR HASAN, M.SI",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,5,"H. MUHAMAD RIZA AZIZIY, M.IEB",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,6,MASMUHAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,7,EMY FATMAWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,1,PKB,8,MUHAMMAD NUR HAYID,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,1,"BAMBANG HARYADI, SE",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,2,"H. FAF ADISISWO, SE., MM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,3,"ADISYAH NINDY FITRIANI, A.Md",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,4,FEBYAN JULIUS HETHARIA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,5,"dr. H. TAUFAN BUDI SETYOLAKSONO, SpBS",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,6,NURHAYATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,7,RICADONA THEODORA TENDEAN,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,2,Gerindra,8,"H. AGUS BUDI PRASETIYO, ST",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,1,ARIF WIBOWO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,2,"DONNY TRI ISTIQOMAH, S.H., M.H.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,3,SINTA JULIANI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,4,UMAR BASHOR,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,5,SETIO UTOMO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,6,ANAK AGUNG AYU ARI WIDHYASARI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,7,MARTINE DIAN LISAWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,3,PDIP,8,DADOES SOEMARWANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,1,MUHAMAD NUR PURNAMASIDI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,2,DWI PRIYO ATMOJO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,3,"AMANDA SEPTIANY CALISTA, S.H",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,4,Drs. EDDIE BUDI PRABOWO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,5,"AGUS MARZUKI, S.PdI",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,6,"WIJAYANTI, S.Sos",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,7,BASUKI RAKHMAD,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,4,Golkar,8,AYUT JAMAK INDRAWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,1,"drg. ABDUL ROCHIM, M.Kes",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,2,"Hj. LATHIFA MARINA AL ANSHORI, B.Sc., M.A.",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,3,FERLYANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,4,IMELDA SORAYA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,5,H. CHARLES MEIKYANSAH,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,6,ENY HARI PURWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,7,AMIN SILALAHI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,5,NasDem,8,YUDI HARTONO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,6,Garuda,1,RONI ANJARI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,6,Garuda,2,SITI MUSYARIFAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,6,Garuda,3,NOVA KAMARIYAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,7,Berkarya,1,"Drs. ANTON SETIADJI, S.H., M.H",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,7,Berkarya,2,"ZAINUL HASAN, S.Sos.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,7,Berkarya,3,"Dr. Hj. ZAWIAH RAMLIE, S.K.M, S.H, M.Sc., M.H.",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,7,Berkarya,4,Drs. H. AUNUL HAKIM,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,7,Berkarya,5,"RIZKY PUTRA YUDHAPRADANA, S.H",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,7,Berkarya,6,YULISDA DEA AGISTA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,1,"AMIN AK, MM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,2,"Dr. H. MOH ROZAQ ASYHARI, SH., MH.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,3,JAJUK SITI NURHAQIMAN,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,4,RUDI HARTONO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,5,DIAH SETYORINI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,6,QOMARIYANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,7,GELIS RIASARI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,8,PKS,8,MUHAMMAD KHOLID,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,1,MUHAMMAD MIRDASY,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,2,"DR. H. M. ARIFIN, M.Pd, MM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,3,RR. DEWI NILAM PUTRI LARASATY,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,4,"DANANG SANGGA BUWANA, S.E., M.Si",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,5,DRS. H. SODIQ SUHARDIANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,6,"DYAN NUGRAHINI, S.Kom., M.M",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,7,"MUHAMAD ZAINAL LAILI, SH, MH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,9,Perindo,8,"DINA CHAMIDAH, S.Pd, M.Si",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,1,Ir. BAGAS ANGKASA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,2,H. MUHAMMAD KHOZIN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,3,EVA ARIZKAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,4,Drs. BADRI HAMIDI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,5,NINIK NUR KHOLIDAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,6,NOR HALIMAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,10,PPP,7,NORHADI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,1,"DANIK EKA RAHMANINGTIYAS, S.Psi",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,2,"MOHAMMAD JAENI, S.Pd",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,3,RIKKY PRIHATNO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,4,WINDA INDRIYANI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,5,"IRFAN MUALIM, S.Pd.I",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,6,"ANA WIJAYANTI, S.Pd",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,7,"NOER HAYATIE, M.Pd",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,11,PSI,8,SITI SALAMAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,1,EMILIA CONTESSA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,2,KH. ABDUL KOHAR MUZAKIR,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,3,USAMAH AL HADAR,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,4,AHMAD AZZAM AL QOYYIMUDDIN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,5,AL KHUROTIN ELVIRA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,6,M. YUNUS,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,7,"Hj. SITI DJOEWARTRIS, Dra",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,12,PAN,8,"INDI NUROINI, SH., SHI",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,13,Hanura,1,Drs. BERNY TAMARA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,13,Hanura,2,Dra. NURWULAN KUSUMA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,13,Hanura,3,DITTA IRAWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,13,Hanura,4,"NURHADI AGON, S.AP",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,13,Hanura,5,"Dr. BAMBANG EKO S, M.Si",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,13,Hanura,6,RISMAWANTI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,1,Drs. AYUB KHAN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,2,"H. MAT NASIR, S.Sos",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,3,TITIK SURYANTI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,4,HERU SUYANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,5,ANIS FAUZAN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,6,"IKA YULISKA, S.Sos",P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,7,WAHYU RAHARJO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,14,Demokrat,8,HILDA MAHENING SETYOWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,1,"Dr. H. TARYONO, SE., MBA., M.Si., M.Hi",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,2,"Ir. CAHYAWAN NOWO PUTRO, MT",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,3,ETY MEIDYAWATI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,4,M.TAUFIEK RAHMAN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,5,"SUYANTO, SH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,6,KIPTIYAH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,7,PANCA NURWASIH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,19,PBB,8,"Ir. HERU NURASID, MM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR IV,DPR,20,PKPI,1,LINA MARLINA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,1,Dra. HJ. LATHIFAH SHOHIB,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,2,MUH HASSANUDIN WAHID,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,3,"Ir. H. YOYOK HERU PRASETYO ADI, Diplm.SM., MM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,4,"Dra. HJ SUSWATI, MM",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,5,ALI AHMAD,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,6,"DRS. MUHAMMAD ZUBAIR, M.Si., AIIS",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,7,"UMMY RIZQIYAH, SE",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,1,PKB,8,MUHAMMAD KHUSEN YUSUF,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,1,"MORENO SOEPRAPTO, S.Sos.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,2,"CHUSNI MUBAROK, SH., MM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,3,"ARINA NURFINNAHARI, SH",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,4,"Drs. PETRI I. OCTAVIANUS, AK",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,5,"Prof. Dr. Ir. H. SYAMSUL BAHRI, MS",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,6,ZUBAIDAH HANUM,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,7,NOVITA INDRIANI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,2,Gerindra,8,SAUR BUNGARAN SINAGA,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,1,Dr. AHMAD BASARAH,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,2,KRISDAYANTI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,3,MAYJEN TNI (PURN) SAKKAN TAMPUBOLON,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,4,"Ir. ANDREAS EDDY SUSETYO, M.M",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,5,MARKUWAT,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,6,SASE DYAH SRI ANDAYANI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,7,"Ir. H. MUCHAMMAD NU'MAN, MBA",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,3,PDIP,8,NIKEN LESTARI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,1,Ir. H. M. RIDWAN HISJAM,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,2,"ENDANG AGUSTINI, S.I.P",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,3,"Drs. M HARIS SUBAGIO, M.M",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,4,"EVI AYUNITA, S.H., M.H",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,5,"AHMAD IRAWAN, S.H",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,6,"HARIYATUL ASNA, S.H., Sp.N",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,7,"FADHLY, S.T",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,4,Golkar,8,"Ir. SISWOTO, M.M",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,1,KRESNA DEWANATA PHROSAKH,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,2,MANDIRA ISMAN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,3,"ULYA DALILA MANSUR, S.Pd.I",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,4,MUKHLIS PRIBADI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,5,"MOCH GENG WAHYUDI, SH, M.HUM",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,6,"RR ALYSIA GITA PURWASAPUTRI, S.H",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,7,HERI PURWANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,5,NasDem,8,MELINA SISKA ANITYA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,6,Garuda,1,"TAMRIN, S.H",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,6,Garuda,2,SULISTIANING SASIH,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,1,"SONNY PUDJISASONO, SH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,2,"Dr. JOKO NUGROHO, S.PAK., MA.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,3,WINA MAGRIET,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,4,"GUNADI HANDOKO, SH., MM., M.HUM., C.L.A",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,5,JOEL STEVE O TICOALU,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,6,RUSMINI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,7,AGUS SUGIANTO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,7,Berkarya,8,REVALIA,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,1,"Dipl. Ing. H. RADEN AGOENG HARDIANTO WIBOWO, MSc",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,2,"H. IMAM SYAFIâ€™I, LC., S.HI., M.Pd.",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,3,WUWUH KANTI UTAMI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,4,MUHAMAD HAFITZ FRIADI,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,5,RANTALA SIKAYO,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,6,NISRINA FIRDAUSI,P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,7,"SITI NOORAINI IMMAWATI, SE",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,8,PKS,8,HERU YUNATAN,L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,9,Perindo,1,"CHRISTOPHORUS TAUFIK S, SH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,9,Perindo,2,"IRA YUANITA, S.Sos",P,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,9,Perindo,3,"Drs. JUFRI MUHAMMAD ADI, SH., MH",L,,,,
2019,JAWA TIMUR,JAWA TIMUR V,DPR,9,Perindo,4,"SEKLIANI, S.E",P,,,,
