year,province,valid_votes,name,cand_number,cand_votes
2014,Jawa Barat,18845907,"H. Aceng Holik Munawar Fikri, S.Ag.",1,1139556
2014,Jawa Barat,18845907,Asep Syaripudin,2,1010159
2014,Jawa Barat,18845907,Drs. H. Asril Das,3,690789
2014,Jawa Barat,18845907,Ir. H. Ayi Hambali,4,1032465
2014,Jawa Barat,18845907,Deni Jasmara,5,702344
2014,Jawa Barat,18845907,Deni Saeful Hayat,6,692282
2014,Jawa Barat,18845907,Djumono,7,532163
2014,Jawa Barat,18845907,"Elang Raja Luqman Zulkaedin, S.H. ",8,928728
2014,Jawa Barat,18845907,"Dr. H. Eman Suryaman, M.M.",9,965389
2014,Jawa Barat,18845907,"Dra. Ir. Hj. Eni Sumarni, M.Kes",10,2042130
2014,Jawa Barat,18845907,"Hj. Euis Atikah, S.Sos",11,267296
2014,Jawa Barat,18845907,"Dr. H. Gunawan Undang, M.Si.",12,233821
2014,Jawa Barat,18845907,"H.Hasan Zainal Abidin EZ, S.E., M.M.",13,175556
2014,Jawa Barat,18845907,"Husni F. Mubarok, S.Ag., M.Si.",14,418783
2014,Jawa Barat,18845907,"Julianda Barus, M.M., M.B.A. ",15,12247
2014,Jawa Barat,18845907,"Drs. H. K. Edi Pariyadi, M.M.Pd. ",16,588204
2014,Jawa Barat,18845907,"H. M. Yos Faisal Husni, M.H., M. Hum. ",17,150525
2014,Jawa Barat,18845907,"K.H. Moh. Athoillah Mursjid, S.E., M.Si. ",18,696974
2014,Jawa Barat,18845907,Muhammad Hafidz,19,189921
2014,Jawa Barat,18845907,"Nace Permana, S.E.",20,179953
2014,Jawa Barat,18845907,Nazar Hariz,21,124879
2014,Jawa Barat,18845907,Drs. H. Nu'man Abdul Hakim,22,229768
2014,Jawa Barat,18845907,Drs. Odik Sodikin,23,74720
2014,Jawa Barat,18845907,Oni Suwarman,24,2167485
2014,Jawa Barat,18845907,"Dra. Hj. R. Ella M. Girikomala, M.M.Pd.",25,516261
2014,Jawa Barat,18845907,"Ratu Raja Arimbi Nurtina, S.T.",26,221959
2014,Jawa Barat,18845907,H. Rudi Harsa Tanaya,27,226236
2014,Jawa Barat,18845907,"Drs. H. Rukman Heryana, M.M.",28,203889
2014,Jawa Barat,18845907,"Dr. H. Suhaeli, M.Si.",29,233745
2014,Jawa Barat,18845907,"Drs. H. Suharna Surapranata, MT",30,423500
2014,Jawa Barat,18845907,"H. Syarif Bastaman, S.H.",31,268757
2014,Jawa Barat,18845907,Syifa Hananta,32,779871
2014,Jawa Barat,18845907,"Tri Wuryantoro, S.E., M.I.Kom",33,76342
2014,Jawa Barat,18845907,"H. Tubagus Dasep, IPS, S.Sos., S.H., B.E., M.Sc. ",34,174231
2014,Jawa Barat,18845907,"Unang Margana, S.H., M.H. ",35,161729
2014,Jawa Barat,18845907,"Drs. H. UU Rukmana, M.Si",36,201250
2014,Jawa Tengah,14368417,Agus Mujiyanto,1,598481
2014,Jawa Tengah,14368417,"Drs. H. Ahmad Niam Syukri, M.Si. ",2,582634
2014,Jawa Tengah,14368417,"Ahsan Fauzi, S.Sos.I",3,498585
2014,Jawa Tengah,14368417,Drs. H. Akhmad Muqowam,4,948673
2014,Jawa Tengah,14368417,"Bagyono, ST",5,410286
2014,Jawa Tengah,14368417,"Dr. H. Bambang Sadono, S.H., M.H.",6,1235682
2014,Jawa Tengah,14368417,"Hj. Denty Eka Widi Oratiwi, S.E., M.H.",7,1901163
2014,Jawa Tengah,14368417,G.K.R. Ayu Koes Indriyah,8,908036
2014,Jawa Tengah,14368417,"Dra. Hj. H.R. Utami, M.Hum.",9,417953
2014,Jawa Tengah,14368417,"Drs. H. Hendro Martojo, M.M.",10,436999
2014,Jawa Tengah,14368417,Heriyanto,11,215331
2014,Jawa Tengah,14368417,"Drs. H. Humam Sabroni, M.Si",12,183226
2014,Jawa Tengah,14368417,"Ika Trisna Mulyaningsih, S.T.",13,168482
2014,Jawa Tengah,14368417,"H. Iskandar, S.Ag., M.Si.",14,102548
2014,Jawa Tengah,14368417,Drs. Jabir,15,188406
2014,Jawa Tengah,14368417,"Khizanaturrohmah, S.Ag.",16,371272
2014,Jawa Tengah,14368417,"Kundari, S.E.",17,560447
2014,Jawa Tengah,14368417,"Ir. Kunto Endriyono, M.M.",18,130481
2014,Jawa Tengah,14368417,Mayjen (Purn.) Drs. H. Kurdi Mustofa,19,689956
2014,Jawa Tengah,14368417,"Muhammad Al Habsy, S.Pd",20,404763
2014,Jawa Tengah,14368417,Poppy Dharsono,21,487366
2014,Jawa Tengah,14368417,R. Sukarno Winarto,22,92144
2014,Jawa Tengah,14368417,"Hj. Siti Azzah, S.Sos.",23,385434
2014,Jawa Tengah,14368417,Ir. H. Soeharsojo,24,127145
2014,Jawa Tengah,14368417,"Drs. St. Sukirno, M.S.",25,133835
2014,Jawa Tengah,14368417,"H. Sudir Santoso, S.H.",26,133835
2014,Jawa Tengah,14368417,"Dr. H. Sulistiyo, M.Pd.",27,1246129
2014,Jawa Tengah,14368417,Drs. K.P.H. Sumaryoto Padmodiningrat,28,156877
2014,Jawa Tengah,14368417,"Suro Jogo PBSH, S.E.",29,426954
2014,Jawa Tengah,14368417,Tjahjadi Takariawan,30,200820
2014,Jawa Tengah,14368417,Toto Dirgantoro,31,98192
2014,Jawa Tengah,14368417,Wakil Maghfur,32,60117
2014,Jawa Timur,16234511,"Drs. H. A. BUDIONO, M.Ed.",1,871422
2014,Jawa Timur,16234511,"Drs. H. A. MUHAIMIN, M.T.",2,719741
2014,Jawa Timur,16234511,ABDUL DJALIL LTC,3,661537
2014,Jawa Timur,16234511,"ABDUL QADIR AMIR HARTONO, S.E., S.H., M.H.",4,917275
2014,Jawa Timur,16234511,"Drs, H. ABDUL SUDARSONO",5,576253
2014,Jawa Timur,16234511,"H. ACHMAD SOEDJA'I, S.H., M.M.",6,704259
2014,Jawa Timur,16234511,AGUS PATMINTO,7,751953
2014,Jawa Timur,16234511,"H. AHMAD NAWARDI, S.Ag.",8,898647
2014,Jawa Timur,16234511,AINUL YAKIN,9,418824
2014,Jawa Timur,16234511,AKHMAD TAUFIQ,10,398056
2014,Jawa Timur,16234511,ALI ASSEGAF,11,397597
2014,Jawa Timur,16234511,ALI WAHDIN,12,311236
2014,Jawa Timur,16234511,ANDI AHMAD SETYOBUDI,13,112701
2014,Jawa Timur,16234511,"BAMBANG J. PRAMONO, S.Si.",14,152178
2014,Jawa Timur,16234511,"HJ. CHOFSOH WAHYUNI, S.Pd., M.Si.",15,230512
2014,Jawa Timur,16234511,DESEMBA SAGITA ALEXSANDRA NT,16,135200
2014,Jawa Timur,16234511,"DWI ASTUTIK, S.Ag., M.Si.",17,838996
2014,Jawa Timur,16234511,Hj. EMILIA CONTESSA,18,1660542
2014,Jawa Timur,16234511,Dr. H.M. MARKUM SINGODIMEDJO,19,659087
2014,Jawa Timur,16234511,"IMAM MUL HUDA, S.H ",20,78418
2014,Jawa Timur,16234511,IMAM SUPENO,21,412016
2014,Jawa Timur,16234511,"Prof. Dr. Dra. Hj. Istibsjaroh., B.A., S.H., M.A",22,379710
2014,Jawa Timur,16234511,"KHODIJATUL QODRIYAH S.Ag., M.M. PUB, M.Si. ",23,765397
2014,Jawa Timur,16234511,"KH. M. HASIB WAHAB CHASBULLAH, S.I.P. ",24,473070
2014,Jawa Timur,16234511,Dr. MARDJITO GISAN ATMOJO,25,260702
2014,Jawa Timur,16234511,"Drs. H. MASHURI, M.Si.",26,345894
2014,Jawa Timur,16234511,MEI EKO RUSIANTO,27,34709
2014,Jawa Timur,16234511,"H. MOCH. HAMZAH, S.T., M.M.",28,253351
2014,Jawa Timur,16234511,Drs. MOH. SHALEH,29,182819
2014,Jawa Timur,16234511,"MUHAMMAD AGUS MUSLIM, S.H. ",30,78605
2014,Jawa Timur,16234511,NURSIO,31,45698
2014,Jawa Timur,16234511,"R. MOERDJOKO, S.Pd.",32,103649
2014,Jawa Timur,16234511,"SITI AMINAH, S.E., M.M.",33,220020
2014,Jawa Timur,16234511,"SUBHAN, S.Pd.",34,345127
2014,Jawa Timur,16234511,TITIN SUDARWATI,35,86187
2014,Jawa Timur,16234511,"WARSONO, S.H.",36,35483
2014,Jawa Timur,16234511,"WASIS SISWOYO, S.H.",37,50707
2014,Jawa Timur,16234511,"WASONO NUGROHOHADI, S.H., M.H. ",38,44386
2014,Jawa Timur,16234511,YULYANI,39,279023
2014,Jawa Timur,16234511,HJ. ZUHARIAH,40,343524
2014,Kalimantan Barat,2328240,Drs. H. Abdul Rahmi,1,185625
2014,Kalimantan Barat,2328240,H. Agus Hendro Prayitno,2,74644
2014,Kalimantan Barat,2328240,"Drs. Agustinus Clarus, M.Si",3,61889
2014,Kalimantan Barat,2328240,"Aminudin Arianto, S.Pd., M.Si",4,101612
2014,Kalimantan Barat,2328240,Pdt. Drs. B. Moses Siong,5,101612
2014,Kalimantan Barat,2328240,"Pdt. Barnabas Simin, M.Pd.K",6,84008
2014,Kalimantan Barat,2328240,Dra. Hj. Dewi Munawar,7,64597
2014,Kalimantan Barat,2328240,Doni Prasetya Satriadi,8,68300
2014,Kalimantan Barat,2328240,F.X. Trides Mecer,9,61813
2014,Kalimantan Barat,2328240,"Hj. Hairiah, S.H., M.H.",10,131492
2014,Kalimantan Barat,2328240,Hendra Nurdiansyah,11,19535
2014,Kalimantan Barat,2328240,Ir. Hizas Abd. Hamid,12,16991
2014,Kalimantan Barat,2328240,Imam Muhadi,13,33592
2014,Kalimantan Barat,2328240,"Indra Noviansyah, S.E.",14,78392
2014,Kalimantan Barat,2328240,H. Ishaq Saleh,15,58262
2014,Kalimantan Barat,2328240,"Drs. Jacobus Luna, M.Si",16,67815
2014,Kalimantan Barat,2328240,Klemen Apui,17,72405
2014,Kalimantan Barat,2328240,"Ev. Lawadi Nusah, S.Pd.K.",18,12309
2014,Kalimantan Barat,2328240,"M.Musa Surin, S.H., M.H.",19,11583
2014,Kalimantan Barat,2328240,"M. Tamsil Sjoekoer, S.H.",20,46810
2014,Kalimantan Barat,2328240,"Maria Goreti, S.Sos., M.Si.",21,246329
2014,Kalimantan Barat,2328240,"Nagian Imawan, S.Sos",22,83039
2014,Kalimantan Barat,2328240,Nobertus Rocki Susanto,23,76830
